biz_name,Latitude,Longitude,email
Gilad's Sweaty Purple Deli,52.588141,13.445622,gspd@gmx.de
Leonor's Rotten Magenta Shithouse,52.547323,13.420067,lrms@mail.de
Maya's Addictive Spaeti,52.599535,13.33044,mas@outlook.com
Alina's Impressive Green Alehouse,52.612934,13.315761,aiga@mail.de
Alex's Stinky Magenta Kebabshop,52.485481,13.334675,asmk@yahoo.biz
Horatio's Pathetic Red Bar,52.463397,13.478768,hprb@outlook.com
Hector's Ridiculous Spaeti,52.46415,13.366984,hrs@gmx.de
Maya's Stinky Alehouse,52.491592,13.322832,msa@gmail.com
Michel's Slutty Red Brewery,52.543195,13.30833,msrb@gmx.de
Cyrus's Cantankerous Meatshop,52.607657,13.369682,ccm@mail.de
Gilad's Abhorrent Shithouse,52.523012,13.437845,gas@mail.de
Alina's Unbelievable Alehouse,52.425365,13.347366,aua@gmx.de
Alina's Disgusting Purple Kiosk,52.554458,13.336807,adpk@mail.de
Qurtaysh's Rotten Blue Spaeti,52.531973,13.396806,qrbs@yahoo.biz
Latrine's Shitty Shithouse,52.609761,13.377158,lss@outlook.com
Maya's Unbelievable Bar,52.586511,13.333157,mub@outlook.com
Leandra's Sweaty Spaeti,52.505974,13.502434,lss@gmx.de
Rabi's Stinky Whorehouse,52.440688,13.351002,rsw@outlook.com
Noor's Ridiculous Deli,52.584065,13.348301,nrd@gmail.com
Baba's Ridiculous Green Deli,52.50734,13.319986,brgd@yahoo.biz
Leonor's Stinky Whorehouse,52.484072,13.428428,lsw@yahoo.biz
Baba's Cantankerous Purple Shithouse,52.582625,13.311008,bcps@gmx.de
Guntur's Shitty Shithouse,52.59506,13.308625,gss@outlook.com
Latrine's Sweaty Kiosk,52.54209,13.46307,lsk@mail.de
Hector's British Green Kiosk,52.476579,13.386472,hbgk@yahoo.biz
Baba's Humbug Brewery,52.431642,13.42795,bhb@gmail.com
Cyrus's Nasty Deli,52.527867,13.39515,cnd@outlook.com
Ramesh's Rotten Alehouse,52.513882,13.408709,rra@outlook.com
Mihailo's Basic Kiosk,52.477866,13.450249,mbk@outlook.com
Maqbool's Humbug Alehouse,52.61559,13.454937,mha@outlook.com
Noor's Impressive Orange Bar,52.551605,13.494765,niob@yahoo.biz
Leandra's Unforgivable Meatshop,52.518947,13.398668,lum@gmx.de
Hector's Abusive Deli,52.527222,13.370283,had@gmx.de
Migel's Slutty Magenta Brewery,52.539327,13.348911,msmb@yahoo.biz
Alex's Unforgivable Bar,52.475987,13.494464,aub@gmail.com
Qurtaysh's Hilarious Whorehouse,52.461634,13.487455,qhw@outlook.com
Rabi's Unforgivable Whorehouse,52.536407,13.419132,ruw@gmx.de
Qurtaysh's Rotten Kebabshop,52.587428,13.425203,qrk@gmail.com
Alina's Rotten Brewery,52.482504,13.426615,arb@mail.de
Baba's Impressive Kebabshop,52.546071,13.398488,bik@yahoo.biz
Migel's British Purple Alehouse,52.56114,13.335502,mbpa@gmail.com
Maqbool's Shitty Brewery,52.433803,13.331447,msb@outlook.com
Latrine's Abhorrent Magenta Kiosk,52.485387,13.473002,lamk@gmx.de
Alex's Basic Purple Brewery,52.52853,13.348879,abpb@outlook.com
Migel's Hilarious Red Shithouse,52.478179,13.331816,mhrs@yahoo.biz
Maya's Hilarious Alehouse,52.421137,13.336627,mha@yahoo.biz
Baba's Shitty Bar,52.565129,13.403409,bsb@gmx.de
Gilad's Unbelievable Deli,52.466633,13.312748,gud@yahoo.biz
Kat's Stinky Brewery,52.557372,13.493514,ksb@mail.de
Alina's Humbug Meatshop,52.610804,13.387498,ahm@gmx.de
Gilad's Basic Blue Bar,52.505996,13.380696,gbbb@gmail.com
Guntur's Humbug Blue Bar,52.449474,13.49341,ghbb@yahoo.biz
Noor's Slutty Deli,52.447505,13.307477,nsd@gmail.com
Gilad's Unbelievable Orange Bar,52.435098,13.383489,guob@gmx.de
Cyrus's British Yellow Spaeti,52.581699,13.322945,cbys@outlook.com
Hector's Sweaty Blue Kiosk,52.505598,13.477679,hsbk@mail.de
Leandra's Pathetic Red Kiosk,52.606855,13.324582,lprk@gmail.com
Alina's Unbelievable Purple Meatshop,52.48004,13.475427,aupm@yahoo.biz
Cyrus's Nasty Alehouse,52.542961,13.435258,cna@mail.de
Alex's Ridiculous Brewery,52.56057,13.452645,arb@gmx.de
Migel's Abusive Red Spaeti,52.577642,13.450591,mars@mail.de
Leandra's British Magenta Deli,52.499561,13.436496,lbmd@yahoo.biz
Alina's Stinky Bar,52.537085,13.406832,asb@gmx.de
Hector's Stinky Spaeti,52.57963,13.400134,hss@mail.de
Migel's Rotten Orange Whorehouse,52.477587,13.452322,mrow@gmx.de
Gilad's Addictive Deli,52.570672,13.342485,gad@mail.de
Horatio's Toxic Purple Brewery,52.478903,13.395617,htpb@gmx.de
Ramesh's Nasty Alehouse,52.509471,13.322216,rna@outlook.com
Gilad's Intolerable Blue Alehouse,52.538246,13.329524,giba@gmail.com
Michel's Stinky Purple Deli,52.580422,13.501086,mspd@gmail.com
Mihailo's Stinky Kiosk,52.456861,13.467054,msk@outlook.com
Guntur's Rotten Purple Brewery,52.469271,13.434821,grpb@mail.de
Leonor's Addictive Alehouse,52.571311,13.484539,laa@gmail.com
Sasha's Addictive Red Brewery,52.578812,13.470585,sarb@yahoo.biz
Maya's Abusive Spaeti,52.431988,13.429978,mas@yahoo.biz
Gilad's Intolerable Purple Deli,52.560468,13.45854,gipd@gmail.com
Maqbool's Stinky Spaeti,52.552486,13.495106,mss@gmail.com
Leandra's Pathetic Red Deli,52.576982,13.337176,lprd@yahoo.biz
Leandra's Delicious Deli,52.502657,13.463308,ldd@mail.de
Maqbool's Cowardly Orange Brewery,52.509999,13.448209,mcob@mail.de
Rabi's Unforgivable Kebabshop,52.614058,13.306121,ruk@outlook.com
Migel's Crappy Bar,52.554511,13.447061,mcb@mail.de
Migel's Pathetic Kiosk,52.578595,13.365409,mpk@gmx.de
Cyrus's Unforgivable Deli,52.510121,13.331523,cud@yahoo.biz
Gilad's Crappy Alehouse,52.500872,13.38081,gca@yahoo.biz
Alex's Basic Bar,52.617749,13.350021,abb@mail.de
Migel's Nasty Kiosk,52.574568,13.312877,mnk@gmx.de
Kat's Crappy Spaeti,52.466806,13.40794,kcs@gmail.com
Rabi's Toxic Purple Brewery,52.607988,13.38415,rtpb@gmx.de
Ksenia's Toxic Kebabshop,52.548074,13.489951,ktk@gmail.com
Migel's Unbelievable Bar,52.53553,13.319773,mub@yahoo.biz
Hector's Slutty Meatshop,52.517188,13.39038,hsm@gmail.com
Michel's Abhorrent Meatshop,52.560431,13.473979,mam@mail.de
Ramesh's Cowardly Orange Kebabshop,52.564992,13.398637,rcok@mail.de
Noor's Shitty Green Spaeti,52.470415,13.393415,nsgs@gmx.de
Latrine's Basic Brewery,52.443075,13.30772,lbb@outlook.com
Mihailo's Pathetic Spaeti,52.507729,13.431661,mps@gmx.de
Kat's Sweaty Deli,52.423889,13.353963,ksd@yahoo.biz
Vlad's Toxic Red Bar,52.495032,13.493802,vtrb@mail.de
Qurtaysh's Cowardly Whorehouse,52.563924,13.320311,qcw@gmx.de
Ksenia's Cowardly Bar,52.505533,13.395396,kcb@gmx.de
Michel's Humbug Deli,52.536957,13.32829,mhd@gmail.com
Vlad's Crappy Meatshop,52.529813,13.468475,vcm@gmx.de
Cyrus's Sweaty Purple Kiosk,52.545353,13.3367,cspk@gmail.com
Alex's Impressive Green Whorehouse,52.423304,13.450922,aigw@outlook.com
Migel's Addictive Deli,52.562873,13.478674,mad@mail.de
Migel's Abhorrent Shithouse,52.599422,13.334385,mas@gmail.com
Kat's Impressive Brewery,52.525643,13.32528,kib@gmx.de
Maya's Unbelievable Kiosk,52.446066,13.483314,muk@yahoo.biz
Alex's Unbelievable Purple Spaeti,52.560067,13.484964,aups@gmx.de
Cyrus's Disgusting Orange Alehouse,52.481873,13.426541,cdoa@mail.de
Guntur's Stinky Orange Spaeti,52.541258,13.451475,gsos@gmail.com
Guntur's Disgusting Bar,52.482271,13.43422,gdb@yahoo.biz
Noor's British Bar,52.54804,13.338021,nbb@yahoo.biz
Leandra's Pathetic Purple Kebabshop,52.510063,13.336039,lppk@gmail.com
Zainab's Humbug Meatshop,52.578571,13.501872,zhm@yahoo.biz
Rabi's Hilarious Bar,52.485432,13.49496,rhb@gmx.de
Rabi's Slutty Kebabshop,52.553823,13.428448,rsk@mail.de
Vlad's Abusive Alehouse,52.498246,13.405,vaa@yahoo.biz
